Ticker,Total Revenue,Net Income,Net income to total revenue ratio,Market Cap,Free Cash Flow,EPS
MKTX,777510000.0,262121000.0,0.3371287829095445,9150707712,281319000.0,6.95
ML,475073000.0,1907000.0,0.004014119935252,509157760,110338000.0,0.27
MLAB,223712000.0,-250309000.0,-1.1188894650264627,730224128,41566000.0,-46.48
MLCO,4382890000.0,-185631000.0,-0.0423535612347104,2232939776,358802000.0,-0.43
MLEC,5007072.0,-7524777.0,-1.5028297975343674,32594468,-7690539.0,-0.16
MLGO,38069970.0,-5353438.0,-0.1406210196645807,3068743,-6411681.0,-8.3
MLI,3399568000.0,550475000.0,0.1619249857628969,8239788032,618741000.0,4.83
MLKN,3628400000.0,82300000.0,0.0226821739609745,2056517120,273900000.0,1.11
MLM,6617300000.0,2038200000.0,0.3080108201230109,32646307840,878100000.0,33.24
MLNK,307559000.0,-46619000.0,-0.1515774209176125,1730299392,57771000.0,-0.59
MLP,11272000.0,-3846000.0,-0.3411994322214336,512116096,-1989000.0,-0.19
MLR,1292136000.0,71691000.0,0.0554825498244766,695360192,-1134000.0,6.23
MLSS,8422489.0,-4622012.0,-0.5487703219321509,85016464,-5331010.0,-0.07
MMAT,9825644.0,-387071274.0,-39.39398516779155,3520514,-50590000.0,-65.82
MMC,23630000000.0,4011000000.0,0.1697418535759627,111879405568,3842000000.0,8.05
MMI,615740000.0,-34998000.0,-0.0568389255205119,1536391296,-81800000.0,-0.91
MMLP,723159000.0,6509000.0,0.0090007868255805,139623856,103151000.0,0.17
MMM,30583000000.0,943000000.0,0.0308341235326815,73992486912,5065000000.0,2.57
MMS,5250280000.0,293556000.0,0.0559124465742779,5560953344,223645000.0,4.77
MMSI,1301256000.0,117429000.0,0.090242811560523,5627597824,108450000.0,2.01
MMYT,840312000.0,219373000.0,0.2610613676824798,10646691840,112916000.0,1.76
MNDO,21912000.0,5147000.0,0.2348941219423147,37924936,4036000.0,0.25
MNDY,844779000.0,41218000.0,0.0487914590679929,13256956928,204945000.0,0.83
MNKD,248374000.0,11738000.0,0.0472593749748363,1743504000,-8347000.0,0.05
MNOV,1000000.0,-8164910.0,-8.16491,73569296,-7452337.0,-0.16
MNR,882364000.0,48751000.0,0.0552504408611412,1836166912,176938000.0,-0.21
MNRO,1243003000.0,34605000.0,0.0278398362674909,810557184,99716000.0,1.09
MNSB,69835000.0,17411000.0,0.2493162454356698,131143472,25628000.0,2.03
MNSO,14608180000.0,2370208000.0,0.1622521080654811,5160235520,1491883000.0,1.01
MNST,7385831000.0,1687091000.0,0.2284226378859738,46162894848,1483029000.0,1.6
MNTK,184620000.0,18871000.0,0.1022153612826346,673544960,-22038000.0,0.14
MNTS,3089000.0,-68920000.0,-22.311427646487537,13650098,-61958000.0,-23.13
MNTX,299562000.0,10672000.0,0.0356253463389882,85873080,-4940000.0,0.53
MNY,67954081.0,-114782950.0,-1.6891251902884243,47588184,-19257663.0,-4.65
MO,20295000000.0,10158000000.0,0.5005173688100517,91743453184,9091000000.0,5.8
MOBX,3568000.0,-18501000.0,-5.185257847533633,36401112,-16514000.0,-1.38
MOD,2446900000.0,164000000.0,0.0670235808574114,6370873344,126900000.0,3.06
MODG,4239700000.0,21200000.0,0.0050003537986178,1849078272,-118100000.0,0.11
MODV,2772507000.0,-160738000.0,-0.057975687707912,410972192,-125259000.0,-11.31
MOFG,183239000.0,30956000.0,0.1689378352861563,460901664,58515000.0,1.97
MOG-A,3563939000.0,203757000.0,0.0571718539514845,6318497280,-37351000.0,6.3
MOG-B,3563939000.0,203757000.0,0.0571718539514845,6221824512,-37351000.0,6.3
MOGO,68815000.0,-16956000.0,-0.2463997674925525,30069780,-12587000.0,-0.51
MOH,37407000000.0,1063000000.0,0.028417141176785,20497694720,1578000000.0,18.25
MOLN,7862000.0,-57626000.0,-7.329687102518443,188477168,-59813000.0,-2.07
MOMO,11743885000.0,1572476000.0,0.1338974283212071,1228937728,1700851000.0,1.01
MOND,232972000.0,-78264000.0,-0.3359373658637089,174832192,-33626000.0,-1.17
MORN,2168900000.0,245900000.0,0.1133754437733413,13441498112,197300000.0,5.72
MOS,12193800000.0,244800000.0,0.0200757762141416,9103488000,1004800000.0,0.75
MOV,664365000.0,40474000.0,0.0609213308949146,537699456,68411000.0,1.59
MOVE,852000.0,-26830000.0,-31.490610328638496,31180844,-26241000.0,-0.42
MP,173663000.0,-38101000.0,-0.2193961868676689,2133440768,-199198000.0,-0.38
MPAA,727866000.0,-65919000.0,-0.0905647468077915,130966368,38172000.0,-3.36
MPB,169180000.0,45238000.0,0.2673956732474288,504398240,49167000.0,2.73
MPC,147792000000.0,7183000000.0,0.0486020894229728,59279228928,12227000000.0,19.07
MPLN,954923000.0,-1171952000.0,-1.227273822077801,161624768,62868000.0,-1.81
MPLX,10677000000.0,4233000000.0,0.3964596796853049,43762470912,4460000000.0,4.12
MPTI,44654000.0,4889000.0,0.1094862722264522,105349832,3124000.0,1.76
MPU,15635900.0,-5362800.0,-0.3429799371958122,79703080,-3001400.0,-0.19
MPW,722069000.0,-1743493000.0,-2.4145794930955353,2700900096,505786000.0,-2.9
MPWR,1894195000.0,410975000.0,0.2169655183336457,45567520768,580635000.0,8.43
MPX,287544000.0,26007000.0,0.0904452883732576,326346368,46672000.0,0.74
MQ,470951000.0,-12317000.0,-0.0261534639484787,2709601280,8453000.0,-0.02
MRAM,58238000.0,1702000.0,0.0292249047013977,121109624,11724000.0,0.07
MRBK,101051000.0,10577000.0,0.1046699191497362,130373984,17031000.0,0.95
MRC,3294000000.0,105000000.0,0.0318761384335154,1121712256,166000000.0,0.94
MRCC,12796000.0,7801000.0,0.609643638637074,168780480,51731000.0,0.37
MRCY,835275000.0,-137640000.0,-0.1647840531561462,2251502592,26091000.0,-2.38
MRDB,53985000.0,-40337000.0,-0.7471890339909234,37945408,-35928000.0,-0.59
MREO,9000000.0,-35033000.0,-3.892555555555555,721570560,-21551000.0,-0.25
MRIN,16864000.0,-14646000.0,-0.8684772296015181,7790637,-16390000.0,-4.83
MRK,62479000000.0,13736000000.0,0.2198498695561708,300248236032,9143000000.0,5.41
MRNA,4988000000.0,-5867000000.0,-1.1762229350441058,29752250368,-3825000000.0,-15.35
MRNO,214450796.0,208069172.0,0.9702420129977042,526172832,-1554724478.0,-0.84
MRNS,30263000.0,-149238000.0,-4.931368337573935,77117600,-118120000.0,-2.66
MRO,6560000000.0,1496000000.0,0.2280487804878049,16138201088,2054000000.0,2.56
MRSN,29937000.0,-104774000.0,-3.4998162808564652,193826512,-171050000.0,-0.85
MRT,16552930.0,-32128719.0,-1.940968698592938,130196528,-19706971.0,-0.67
MRTN,1043670000.0,43532000.0,0.0417105023618576,1420691840,-76179000.0,0.53
MRUS,35193000.0,-167663000.0,-4.764100815503083,3478053376,-146189000.0,-2.89
MRVI,278585000.0,-132084000.0,-0.4741245939300393,2282744832,60671000.0,-1.0
MRVL,5346900000.0,-980100000.0,-0.1833024743309207,65993342976,1020300000.0,-1.11
MRX,2626400000.0,170500000.0,0.0649177581480353,1747082496,722900000.0,2.12
MS,52688000000.0,10413000000.0,0.1976351351351351,167626473472,-36948000000.0,6.08
MSA,1817850000.0,272039000.0,0.149648760898864,7187038720,50093000.0,6.9
MSAI,7513000.0,-29023000.0,-3.863037401836816,53855392,-6093000.0,-2.09
MSB,26391919.0,21443982.0,0.8125207568271182,223433792,14605951.0,1.35
MSBI,294097000.0,52748000.0,0.1793557907765125,487125440,145907000.0,1.98
MSC,590489000.0,-88232000.0,-0.1494219197986753,1107380992,-175718000.0,-0.49
MSCI,2703459000.0,1185751000.0,0.4386051351250379,45752467456,1145178000.0,14.95
MSDL,275661000.0,241524000.0,0.8761631133892716,1847200384,-83824000.0,0.0
MSEX,174987000.0,36983000.0,0.2113471286438421,1123455616,-37397000.0,2.06
MSFT,245122000000.0,88136000000.0,0.3595597294408498,3100618260480,74071000000.0,11.79
MSGE,959265000.0,144300000.0,0.1504276711857516,2018394752,87085000.0,2.97
MSGM,8351878.0,962388.0,0.1152301314746216,4446678,-13705335.0,0.87
MSGS,1027149000.0,58771000.0,0.0572175993940509,5007186432,90680000.0,2.44
MSI,10422000000.0,1464000000.0,0.1404720782959125,73750396928,1791000000.0,8.53
MSM,3904108000.0,290501000.0,0.0744090583559676,4615555584,607089000.0,5.14
MSN,9459000.0,369000.0,0.0390104662226451,9740633,-5377000.0,0.02
MSS,58043161.0,-3340206.0,-0.0575469347715228,16049225,-6835278.0,-0.19
MSTR,480634000.0,-209992000.0,-0.4369062529908412,25759131648,-1892525000.0,-1.87
MT,63699000000.0,-595000000.0,-0.0093408059781158,18426152960,3032000000.0,-0.58
MTA,4785000.0,-7217000.0,-1.5082549634273772,275743488,-8259000.0,-0.11
MTAL,18576000.0,-37067852.0,-1.9954700689061151,831834112,-36860000.0,-3.26
MTB,9152303000.0,2358342000.0,0.2576774392193964,28742541312,3649000000.0,13.49
MTCH,3471541000.0,649897000.0,0.1872070645284039,9596272640,829379000.0,2.3
MTD,3750153000.0,785748000.0,0.2095242514105424,30536124416,860551000.0,36.4
MTDR,3244595000.0,940776000.0,0.289951750526645,7079563776,318018000.0,7.77
MTEM,23484000.0,-15626000.0,-0.6653892011582354,10073336,-42020000.0,-3.05
MTEX,122380000.0,-1182000.0,-0.0096584409217192,14230316,-3118000.0,-0.63
MTG,1180100000.0,745673000.0,0.6318727226506228,6592320512,710963000.0,2.7
MTH,6457707000.0,838182000.0,0.1297956070165462,7195329024,317380000.0,22.74
MTLS,262710000.0,11235000.0,0.0427657873701039,316009504,8397000.0,0.21
MTN,2889573000.0,277216000.0,0.0959366660748837,6836280832,324651000.0,7.54
MTRN,1635263000.0,78477000.0,0.0479904455735866,2407481856,24538000.0,3.75
MTRX,744568000.0,-20935000.0,-0.0281169752124722,271995648,1238000.0,-0.91
MTSI,679243000.0,71895000.0,0.1058457724260684,7885445120,142218000.0,0.99
MTTR,162275000.0,-266413000.0,-1.641737790787244,1445663488,-68617000.0,-0.85
MTUS,1298600000.0,54700000.0,0.0421222855382719,713170112,73700000.0,1.17
MTW,2173900000.0,8600000.0,0.0039560237361424,354329536,-14400000.0,0.23
MTX,2148000000.0,86900000.0,0.0404562383612662,2480206848,140100000.0,2.67
MTZ,12185095000.0,7857000.0,0.000644804164432,8962271232,494336000.0,0.11
MU,21371000000.0,-1539000000.0,-0.0720134762060736,106714750976,-6117000000.0,-1.41
MUFG,6224873000000.0,1488286000000.0,0.2390869661115977,122751369216,-10307667000000.0,0.88
MULN,156570.0,-453394918.0,-2895.796883183241,16339183,-287095500.0,3932.29
MUR,3391891000.0,589369000.0,0.1737582369244766,5708089856,647162000.0,3.82
MUSA,21162200000.0,528500000.0,0.0249737739932521,10648361984,448400000.0,24.69
MUX,185788000.0,86624000.0,0.4662518569552393,487996608,-65736000.0,1.85
MVBF,147709000.0,20349000.0,0.137764117284661,271488000,56318000.0,1.56
MVIS,9004000.0,-93449000.0,-10.378609506885828,201730496,-69025000.0,-0.47
MVST,320095000.0,-155485000.0,-0.4857464190318499,93258720,-204808000.0,-0.49
MWA,1267900000.0,123100000.0,0.0970896758419433,3344940032,61400000.0,0.79
MX,214305000.0,-39619000.0,-0.1848720281841301,181292832,-10232000.0,-1.03
MXC,6584300.0,1170377.0,0.1777526844159591,24795958,1084609.0,0.55
MXCT,45440100.0,-35430600.0,-0.7797209953323166,460775552,-25386000.0,-0.34
MXL,448142000.0,-189904000.0,-0.4237585408196509,1273574656,23563000.0,-2.32
MYE,816213000.0,39068000.0,0.0478649568188695,569127424,63317000.0,1.05
MYFW,89250000.0,3490000.0,0.0391036414565826,185868976,19533000.0,0.36
MYGN,802200000.0,-155200000.0,-0.1934679631014709,2572941824,-184200000.0,-1.77
MYNZ,895479.0,-26295727.0,-29.36498455016812,7741290,-23837686.0,-1.62
MYO,21111062.0,-9446359.0,-0.4474601514599313,135411584,-6318580.0,-0.27
MYPS,303388000.0,-19242000.0,-0.0634237346236502,189484720,19254000.0,-0.14
MYRG,3588125000.0,49216000.0,0.0137163560355338,1663986304,-13720000.0,2.92
MYSZ,9949000.0,-4415000.0,-0.4437631922806312,2080912,-6113000.0,-8.66
MYTE,822459000.0,-25986000.0,-0.0315954959456945,316640448,-77810000.0,-0.32
NAAS,423233000.0,-1225463000.0,-2.895480739923399,56833104,-571570000.0,-14.6
NABL,449178000.0,32275000.0,0.0718534745691017,2390172416,67753000.0,0.18
NAII,120201000.0,-3306000.0,-0.0275039309157161,33670724,-6505000.0,-0.56
NAMS,14026000.0,-213083000.0,-15.192000570369316,1478052864,-141242000.0,-2.62
NAOV,3373000.0,-2816000.0,-0.8348651052475541,1587079,-3603000.0,-1.29
NAPA,398181000.0,62486000.0,0.1569286329583782,930839168,-2751000.0,0.54
NARI,547474000.0,-57053000.0,-0.10421134154316,2518869504,29726000.0,-0.99
NAT,430808000.0,66856000.0,0.1551874616998755,776721152,65775000.0,0.32
NATH,141392000.0,21505000.0,0.1520948851420165,317905984,19689000.0,5.26
NATL,4296000000.0,-202000000.0,-0.0470204841713221,2095164800,223000000.0,-2.8
NATR,441682000.0,15464000.0,0.0350116146911126,255407648,30748000.0,0.79
NAVI,1186000000.0,160000000.0,0.1349072512647554,1852311296,676000000.0,1.43
NBBK,158232000.0,13002000.0,0.0821704838465038,806283584,50094000.0,0.34
NBHC,406117000.0,126734000.0,0.3120627799378012,1661178880,130101000.0,3.31
NBIX,2119500000.0,339200000.0,0.1600377447511205,12958214144,361600000.0,3.32
NBN,146614000.0,55176000.0,0.3763351385270165,577147264,57644000.0,7.28
NBR,2928277000.0,-132207000.0,-0.0451483927237757,760543616,97011000.0,-18.37
NBTB,551424000.0,121591000.0,0.2205036414809656,2309506816,148203000.0,2.57
NBY,12023000.0,-10664000.0,-0.8869666472594194,2377865,-4150000.0,-76.04
NC,208937000.0,-37257000.0,-0.1783169089246997,205522160,9082000.0,-4.97
NCDL,98568000.0,99144000.0,1.0058436815193572,974729856,-369525000.0,0.0
NCL,15179530.0,-7558412.0,-0.4979345210293072,4194732,-4678716.0,-0.37
NCLH,9086200000.0,420172000.0,0.0462428738086328,7866072064,-744648000.0,0.97
NCMI,207600000.0,162100000.0,0.7808285163776493,657719360,-10000000.0,-17.0
NCNO,506125000.0,-29235000.0,-0.0577624104717214,3462177536,53770000.0,-0.26
NCPL,4951435.0,-4986317.0,-1.0070448263988117,2300589,-4879838.0,-28.7
NCRA,26403874.0,-3831287.0,-0.1451032147782556,13500630,-1919721.0,-0.37
NCSM,147074000.0,43022000.0,0.2925194119966819,53056816,2582000.0,17.48
NDAQ,6564000000.0,947000000.0,0.1442717854966483,41427259392,1538000000.0,1.72
NDLS,500921000.0,-25202000.0,-0.0503113265365197,72106144,-24548000.0,-0.55
NDSN,2664752000.0,472894000.0,0.1774626681957645,14670485504,606699000.0,8.22
NE,2670357000.0,598512000.0,0.2241318295643616,5452360192,164756000.0,4.12
NECB,103739000.0,48116000.0,0.4638178505672891,290268992,42209000.0,3.59
NEE,25850000000.0,6319000000.0,0.2444487427466151,165476237312,1753000000.0,3.07
NEGG,1254289000.0,-59731000.0,-0.0476214014473538,316898400,-34104000.0,-0.15
NEM,14875000000.0,-1977000000.0,-0.1329075630252101,61261287424,97000000.0,-2.75
NEN,78632610.0,12010930.0,0.1527474415512851,278863936,24181904.0,3.37
NEO,628248000.0,-78545000.0,-0.1250222841935032,2117170176,-30705000.0,-0.62
NEOG,924222000.0,-9421000.0,-0.0101934383730315,3737971456,-76157000.0,-0.04
NEON,4434000.0,-10970000.0,-2.474064050518719,112132848,-6431000.0,-0.72
NEOV,2787720.0,-1895138.0,-0.6798164808517355,106355520,-2108001.0,-0.06
NEP,1044000000.0,297000000.0,0.2844827586206896,2360930048,-538000000.0,1.54
NEPH,13770000.0,-1294000.0,-0.0939724037763253,19295704,752000.0,-0.12
NET,1477674000.0,-102021000.0,-0.0690416154036682,28067485696,119464000.0,-0.3
NEU,2717464000.0,411009000.0,0.1512472658331444,5504812544,528530000.0,42.84
NEUE,1033356000.0,-938155000.0,-0.9078720208718002,41561532,-2729443000.0,-61.9
NEWT,200160000.0,37581000.0,0.1877547961630695,325328928,,1.66
NEXA,2595298000.0,-267282000.0,-0.1029870172904999,794633984,-66391000.0,-2.02
NEXN,250442000.0,-4843000.0,-0.0193378107505929,545645632,41120000.0,-0.04
NFBK,127169000.0,28574000.0,0.2246931248967908,523416736,43365000.0,0.67
NFE,2391147000.0,243655000.0,0.1018987958498578,2526425600,-2205078000.0,1.18
NFG,1941689000.0,318811000.0,0.164192617870318,5459487744,227207000.0,3.45
NFLX,36304243000.0,7094775000.0,0.1954255043962767,300994854912,6925749000.0,16.0
NGD,810800000.0,-20500000.0,-0.0252836704489393,1998451840,21700000.0,-0.03
NGL,6727726000.0,-153373000.0,-0.022797153153978,545953536,223869000.0,-2.17
NGNE,925000.0,-47273000.0,-51.10594594594595,486220480,-51743000.0,-3.66
NGS,142988000.0,13221000.0,0.0924623045290514,274644736,-135910000.0,1.06
NGVC,1213999000.0,30805000.0,0.0253748149710172,606765632,26513000.0,1.34
NGVT,1548400000.0,-431300000.0,-0.2785455954533712,1436721792,95300000.0,-11.85
NHC,1177788000.0,91851000.0,0.0779860212534004,2115148032,83315000.0,5.93
NHI,326054000.0,127595000.0,0.3913308838413269,3538548736,180707000.0,2.94
NHTC,42978000.0,891000.0,0.0207315370654753,77565648,-4324000.0,0.08
NI,5240400000.0,773300000.0,0.1475650713685978,14827742208,-710700000.0,1.63
NIC,336610000.0,104882000.0,0.3115831377558599,1480388224,89772000.0,6.91
NICE,2548245000.0,396163000.0,0.155465035740284,11197595648,477251000.0,6.0
NICK,-8950000.0,-25635000.0,2.864245810055866,42339284,1814000.0,-3.45
NINE,559211000.0,-45663000.0,-0.0816561190677579,49812556,20906000.0,-1.35
NIO,54850098000.0,-21601256000.0,-0.3938234713819472,8120642560,-15722317000.0,-1.53
NIPG,56487718.0,3278567.0,0.0580403513556699,747240832,-8746508.0,-3.27
NITO,166204.0,-5656237.0,-34.03189453924093,1524679,-3232759.0,-3.12
NIU,2850930315.0,-289308315.0,-0.1014785641998408,144333040,14800530.0,-0.51
NJR,1732084000.0,235673000.0,0.1360632625207553,4592451584,-61926000.0,2.38
NKE,51362000000.0,5700000000.0,0.110976986877458,124926672896,6617000000.0,3.73
NKLA,48616000.0,-860756000.0,-17.705199934178047,335459456,-616694000.0,-25.0
NKSH,42879000.0,9127000.0,0.2128547773968609,196629488,14031000.0,1.54
NKTR,93157000.0,-177081000.0,-1.9008877486393936,235621120,-193471000.0,-0.9
NL,157378000.0,22190000.0,0.1409981064697734,326791648,35873000.0,0.45
NLOP,172536000.0,-154705000.0,-0.8966534520331989,451831168,59804000.0,-10.56
NLY,-339959000.0,-512539000.0,1.5076494518456638,10100521984,1970397000.0,-1.34
NMFC,127091000.0,117819000.0,0.9270444012557932,1327645824,332729000.0,1.09
NMHI,9632238.0,-10439347.0,-1.083792468583106,5441530,-1680128.0,-0.39
NMIH,617914000.0,348497000.0,0.5639894872101943,3272157952,333311000.0,4.23
NMM,1315922000.0,407841000.0,0.3099279440574745,1618185728,95298000.0,12.89
NMR,1472255000000.0,211470000000.0,0.1436368020485581,17353265152,-13144000000.0,0.48
NMRK,2543599000.0,44521000.0,0.01750315202986,3450668032,-321322000.0,0.25
NMTC,3922499.0,-12102636.0,-3.0854401747457425,24932974,-13270991.0,-0.48
NN,4383000.0,-95616000.0,-21.815195071868583,968874432,-39174000.0,-0.83
NNBR,481166000.0,-40338000.0,-0.0838338535973032,197189520,8848000.0,-1.14
NNDM,54962000.0,-146396000.0,-2.6635857501546525,480131232,-115691000.0,-0.62
NNI,1113982000.0,155079000.0,0.1392114055702875,4189775104,358923000.0,4.24
NNN,853583000.0,404506000.0,0.4738918183703283,8630183936,612410000.0,2.22
NNOX,10128000.0,-57467000.0,-5.674071879936809,372626528,-48080000.0,-1.0
NOA,1094382000.0,54409000.0,0.0497166437313479,528165408,66899000.0,1.34
NOAH,2814855000.0,681134000.0,0.2419783612299745,544940736,1160398000.0,1.37
NOC,40764000000.0,2286000000.0,0.0560788931410067,76516843520,2100000000.0,15.4
NODK,366320000.0,-2961000.0,-0.0080830967460144,320879232,24996000.0,-0.27
NOG,2158739000.0,565126000.0,0.261785236658994,4037948416,-661931000.0,5.68
NOK,19822000000.0,384000000.0,0.0193724144889516,24336211968,665000000.0,0.19
NOMD,3061100000.0,207700000.0,0.0678514259579889,3049265920,348400000.0,1.39
NOTE,129632000.0,-27380000.0,-0.2112132806714391,181317504,-43432000.0,-0.22
NOTV,501062000.0,-99217000.0,-0.1980134194969884,39006000,380000.0,-3.84
NOV,8899000000.0,1057000000.0,0.1187773907180582,6996173824,-140000000.0,2.66
NOVA,773081000.0,-353800000.0,-0.4576493278194652,1387239040,-2070276000.0,-2.91
NOVT,899852000.0,62165000.0,0.0690835826335886,6580503552,100114000.0,1.72
NOW,9955000000.0,1146000000.0,0.1151180311401305,176007725056,2704000000.0,5.49
NPCE,71819000.0,-29896000.0,-0.4162686754201534,232116192,-19874000.0,-1.08
NPK,343270000.0,32823000.0,0.0956186092580184,555886400,43549000.0,4.61
NPO,1029200000.0,42600000.0,0.0413913719393703,3373328896,173900000.0,2.02
NPWR,238000.0,-58745000.0,-246.82773109243695,619885440,-16745000.0,-0.21
NR,714430000.0,22527000.0,0.0315314306510084,721122432,70769000.0,0.26
NRC,146280000.0,29268000.0,0.2000820344544708,544265600,22334000.0,1.19
NRDS,599000000.0,-11100000.0,-0.0185308848080133,1017684096,42600000.0,-0.14
NRDY,200091000.0,-34484000.0,-0.1723415845790165,192289680,-14447000.0,-0.32
NREF,-10220000.0,-5137000.0,0.5026418786692759,372141120,31556000.0,-0.51
NRG,28841000000.0,2074000000.0,0.0719115148573211,17544364032,-843000000.0,9.12
NRGV,301970000.0,-88452000.0,-0.2929165148855847,151988832,-129197000.0,-0.6
NRIM,138490000.0,32206000.0,0.2325510867210629,379468800,32609000.0,5.77
NRIX,62303000.0,-165002000.0,-2.6483796927916794,1623179904,-89766000.0,-2.92
NRP,277561000.0,231103000.0,0.8326205770983676,1165545600,310968000.0,13.29
NRT,5147879.0,4345919.0,0.8442154526165048,52845868,-6398256.0,0.47
NRXS,2267054.0,-15256022.0,-6.729447997268702,21414274,-6765759.0,-2.23
NSA,821155000.0,174353000.0,0.212326540056384,5908310016,406028000.0,1.77
NSC,12092000000.0,1795000000.0,0.1484452530598743,57916751872,830000000.0,7.89
NSIT,9043444000.0,305326000.0,0.033762137521944,7073486848,580279000.0,8.05
NSP,6538090000.0,160893000.0,0.0246085630512886,3528243456,158371000.0,4.25
NSPR,6567000.0,-25524000.0,-3.886706258565555,70693424,-16757000.0,-0.61
NSSC,188820000.0,49818000.0,0.2638385764219892,1710239360,43774000.0,1.34
NSTS,5698000.0,-4573000.0,-0.8025623025623025,52064836,-85000.0,-0.92
NSYS,137529000.0,6481000.0,0.0471246064466403,34582484,485000.0,2.24
NTAP,6377000000.0,1085000000.0,0.1701427003293084,24721405952,1530000000.0,5.11
NTB,574532000.0,206310000.0,0.3590922698822694,1727480960,246017000.0,4.34
NTBL,3000.0,-18692000.0,-6230.666666666667,5989059,-13781000.0,-1.09
NTCT,792882000.0,-586910000.0,-0.7402236398354358,1531906304,52474000.0,-8.21
NTES,106748117000.0,28811846000.0,0.2699049576677779,52364754944,31055398000.0,6.23
NTGR,695005000.0,-150293000.0,-0.2162473651268696,465455296,51054000.0,-5.13
NTIC,82420045.0,3572484.0,0.0433448440849553,127100728,2179505.0,0.46
NTIP,1881000.0,-1936000.0,-1.0292397660818713,37576984,331000.0,-0.08
NTLA,45967000.0,-508796000.0,-11.068723214479952,2336318208,-408071000.0,-5.48
NTNX,2095074000.0,-11961000.0,-0.0057091062177278,15585244160,206999000.0,-0.51
NTR,26840000000.0,790000000.0,0.0294336810730253,23956131840,2395000000.0,1.6
NTRA,1360503000.0,-292124000.0,-0.2147176448710513,14626514944,-286154000.0,-2.44
NTRB,2016914.0,-6368162.0,-3.157379045412943,45313296,-3579270.0,-0.81
NTRP,522869.0,-5877005.0,-11.239918602938786,3485958,-8601116.0,-29.16
NTRS,7634100000.0,1551700000.0,0.2032590613169856,18391402496,1949800000.0,7.29
NTST,137205000.0,4910000.0,0.0357858678619583,1298727424,80120000.0,0.08
NTWK,58734987.0,-4307961.0,-0.0733457385459198,30794040,370133.0,-0.38
NTZ,327018000.0,-14469000.0,-0.0442452709025191,46591760,-8608000.0,-1.45
NU,7248755000.0,1529999000.0,0.2110705907428241,71696121856,1089186000.0,0.31
NUE,32694520000.0,3416963000.0,0.1045117958605907,36054016000,4897774000.0,13.88
NUKK,16348148.0,-13372905.0,-0.8180073363661743,4820983,1615606.0,-2.42
NUKKW,16348148.0,-13372905.0,-0.8180073363661743,191029392,1615606.0,-0.02
NURO,4383614.0,-7935790.0,-1.8103304716154296,7738823,-6268410.0,-5.44
NUS,1843799000.0,-148464000.0,-0.080520707517468,461728352,60149000.0,-2.99
NUTX,275928493.0,-37888411.0,-0.1373124268105215,110736456,-8240380.0,-8.67
NUVB,1435000.0,-510720000.0,-355.9024390243902,799348864,-68068000.0,-2.22
NUWE,9014000.0,-20934000.0,-2.3223873973818505,2670224,-18185000.0,-120.96
NUZE,3109345.0,-7815790.0,-2.513645156777392,6907134,-6942520.0,-7.25
NVAX,784802000.0,-294334000.0,-0.3750423673741912,1981963776,-772773000.0,-2.62
NVCR,549964000.0,-168699000.0,-0.3067455324348502,2103738496,-100429000.0,-1.58
NVDA,96307000000.0,53008000000.0,0.550406512506879,2928146120704,27021000000.0,2.13
NVEC,27756009.0,16818556.0,0.6059428788915582,404820704,18230680.0,3.48
NVEE,904405000.0,31568000.0,0.03490471636048,1565054080,45041000.0,2.02
NVEI,1306956000.0,-11378000.0,-0.0087057253648936,4725447680,207925000.0,-0.08
NVFY,9815391.0,-7988606.0,-0.8138856618141855,4596262,-1580247.0,-4.6
NVGS,560231000.0,82676000.0,0.1475748396643527,1169896832,-17258000.0,1.12
NVMI,561683000.0,153759000.0,0.2737469355490552,6493300224,106343000.0,4.8
NVO,258003000000.0,89898000000.0,0.3484378088626876,619589009408,70012000000.0,2.97
NVOS,13516958.0,-24328828.0,-1.7998744983893566,6086015,-2292539.0,-1.33
NVR,9966125000.0,1638405000.0,0.1643973961795582,28229070848,1473116000.0,483.75
NVRI,2263714000.0,-96720000.0,-0.0427262454532683,957334720,-25080000.0,-0.7
NVRO,426098000.0,-77444000.0,-0.1817516158254674,236375056,-67423000.0,-2.12
NVS,48860000000.0,16175000000.0,0.3310478919361441,245100838912,11705000000.0,4.89
NVST,2533600000.0,-1323900000.0,-0.5225371013577518,3139734016,217500000.0,-7.74
NVT,3474900000.0,576500000.0,0.1659040547929436,11295971328,457100000.0,3.42
NVTS,91678000.0,-51068000.0,-0.5570365845677262,568717312,-44880000.0,-0.25
NVVE,5543110.0,-26278560.0,-4.740761052910731,3238999,-21442761.0,-17.83
NWBI,502299000.0,102144000.0,0.2033529829842384,1764088448,84326000.0,0.8
NWE,1472370000.0,209217000.0,0.1420953972167322,3334134272,-77658000.0,3.43
NWFL,68609000.0,13119000.0,0.1912139806730895,220245744,28412000.0,1.63
NWG,14393000000.0,4274000000.0,0.2969499062044049,38385627136,-18993000000.0,1.22
NWGL,9562283.0,-124233.0,-0.0129919810990743,25988524,-1413463.0,-0.88
NWL,7810000000.0,-268000000.0,-0.034314980793854,3011838976,646000000.0,-0.65
NWN,1142377000.0,81989000.0,0.0717705275929049,1555319552,-47398000.0,2.16
NWPX,471606000.0,25119000.0,0.0532626811363723,436224864,35164000.0,2.5
NWS,10085000000.0,266000000.0,0.0263758056519583,16026548224,602000000.0,0.46
